e5ec5d9e-afea-44f7-93c9-699cd5072d90,85e78ac0-ec72-478f-9aac-cacb520290a0,universal_relation_set,e5ec5d9e-afea-44f7-93c9-699cd5072d90,,0,-1,False,
e5ec5d9e-afea-44f7-93c9-699cd5072d90,58d8936d-5887-4cf1-9f15-e96fa07f430e,member__of,4a8cba08-035c-4902-935b-26da61ed282c,2db5490e-01d0-491e-bd64-67ac616f65a0,0,-1,False,
e5ec5d9e-afea-44f7-93c9-699cd5072d90,69b0e5b9-3be2-4ec3-a9a6-bb5b523d4b32,universal_attribute_relation_set,,85e78ac0-ec72-478f-9aac-cacb520290a0,0,-1,False,
e5ec5d9e-afea-44f7-93c9-699cd5072d90,7e249a64-9f13-47d3-a232-562a3d080198,type,,69b0e5b9-3be2-4ec3-a9a6-bb5b523d4b32,0,-1,False,
e5ec5d9e-afea-44f7-93c9-699cd5072d90,fe987366-a8ad-48fa-8821-73f54f6df180,data_EntityName,,69b0e5b9-3be2-4ec3-a9a6-bb5b523d4b32,0,1,False,
e5ec5d9e-afea-44f7-93c9-699cd5072d90,919a3f90-b681-422c-8481-fe313daa0044,record_created,,69b0e5b9-3be2-4ec3-a9a6-bb5b523d4b32,1,1,False,
e5ec5d9e-afea-44f7-93c9-699cd5072d90,972bdd5f-5f8c-42d1-a47f-1ac08d1da48e,record_creator,,69b0e5b9-3be2-4ec3-a9a6-bb5b523d4b32,1,1,False,
e5ec5d9e-afea-44f7-93c9-699cd5072d90,7b3caec7-7e9d-47cd-bb19-19d2872c326f,universal_part_relation_set,e5ec5d9e-afea-44f7-93c9-699cd5072d90,85e78ac0-ec72-478f-9aac-cacb520290a0,0,-1,False,
e5ec5d9e-afea-44f7-93c9-699cd5072d90,2db5490e-01d0-491e-bd64-67ac616f65a0,universal_set_relation_set,e5ec5d9e-afea-44f7-93c9-699cd5072d90,85e78ac0-ec72-478f-9aac-cacb520290a0,0,-1,False,
e5ec5d9e-afea-44f7-93c9-699cd5072d90,cfb37186-d2d6-48de-a418-6197bdf0a7b0,universal_order_relation_set,e5ec5d9e-afea-44f7-93c9-699cd5072d90,85e78ac0-ec72-478f-9aac-cacb520290a0,0,-1,False,
e5ec5d9e-afea-44f7-93c9-699cd5072d90,37584690-bff0-493f-80bc-f007af0217fc,universal_reified_relation_set,e5ec5d9e-afea-44f7-93c9-699cd5072d90,85e78ac0-ec72-478f-9aac-cacb520290a0,0,-1,False,
