f5ac9254-2b93-4ed7-b89e-70994842b438,temporal__part_of,dd8359c4-0a2b-416a-af27-3bcb0551b41a
f5ac9254-2b93-4ed7-b89e-70994842b438,part_of_possible_world,a5dc8c36-56fc-44c2-909b-7592b1f44fd7
f5ac9254-2b93-4ed7-b89e-70994842b438,consists__of,dd8359c4-0a2b-416a-af27-3bcb0551b41a
f5ac9254-2b93-4ed7-b89e-70994842b438,type,state_of_biological_object
f5ac9254-2b93-4ed7-b89e-70994842b438,member_of,6beb4515-89e8-4bce-9318-77935200f9bb
f5ac9254-2b93-4ed7-b89e-70994842b438,ending,545b4541-8a34-46b8-8704-2265be0244c3
f5ac9254-2b93-4ed7-b89e-70994842b438,beginning,545b4541-8a34-46b8-8704-2265be0244c3
f5ac9254-2b93-4ed7-b89e-70994842b438,part__of,dd8359c4-0a2b-416a-af27-3bcb0551b41a
f5ac9254-2b93-4ed7-b89e-70994842b438,member__of,4a8cba08-035c-4902-935b-26da61ed282c
f5ac9254-2b93-4ed7-b89e-70994842b438,temporal_part_of,21c1fe82-1b48-46b3-8df8-6bddcbb2d92e
f5ac9254-2b93-4ed7-b89e-70994842b438,aggregated_into,dd8359c4-0a2b-416a-af27-3bcb0551b41a
f5ac9254-2b93-4ed7-b89e-70994842b438,has_supertype,f9cb048d-a2f7-4ff6-b824-c59b44e2aabe
f5ac9254-2b93-4ed7-b89e-70994842b438,type,state_of_physical_object
f5ac9254-2b93-4ed7-b89e-70994842b438,member_of,09ff1076-4557-48d3-b4eb-e4db4e8824ca
f5ac9254-2b93-4ed7-b89e-70994842b438,temporal_part_of,db723822-93f7-4c1d-8f17-fb094a5c10d9
f5ac9254-2b93-4ed7-b89e-70994842b438,has_supertype,13bebbab-ce5c-4c3b-ac77-66713f303a0a
f5ac9254-2b93-4ed7-b89e-70994842b438,type,state
f5ac9254-2b93-4ed7-b89e-70994842b438,member_of,fabc65fd-5fe0-4f68-87bb-b4eb93eb2f1b
f5ac9254-2b93-4ed7-b89e-70994842b438,temporal_part_of,58107227-267a-4f2e-a44a-25bb61c6a455
f5ac9254-2b93-4ed7-b89e-70994842b438,has_supertype,dd8359c4-0a2b-416a-af27-3bcb0551b41a
f5ac9254-2b93-4ed7-b89e-70994842b438,type,spatio_temporal_extent
f5ac9254-2b93-4ed7-b89e-70994842b438,member_of,bb6f6d3f-1ed1-41ab-942c-6b3667c5da37
f5ac9254-2b93-4ed7-b89e-70994842b438,has_supertype,e5ec5d9e-afea-44f7-93c9-699cd5072d90
f5ac9254-2b93-4ed7-b89e-70994842b438,type,thing
5fd88c8b-d625-45ac-93e6-664073c7de48,member_of_,2ff8e41a-4586-4338-9934-52ac50fe4598
5fd88c8b-d625-45ac-93e6-664073c7de48,part_of_by_class_,7a5013ce-3cbb-4776-8677-173fc4f134c6
5fd88c8b-d625-45ac-93e6-664073c7de48,part_of_by_class,dbe090b4-7be7-4312-a7d8-289d5ecc565a
5fd88c8b-d625-45ac-93e6-664073c7de48,consists__of_by_class,bb6f6d3f-1ed1-41ab-942c-6b3667c5da37
5fd88c8b-d625-45ac-93e6-664073c7de48,part__of_by_class,bb6f6d3f-1ed1-41ab-942c-6b3667c5da37
5fd88c8b-d625-45ac-93e6-664073c7de48,type,class_of_contract_process
5fd88c8b-d625-45ac-93e6-664073c7de48,member_of,a202f80b-3db4-4a33-a194-155529b87af5
5fd88c8b-d625-45ac-93e6-664073c7de48,member__of,4a8cba08-035c-4902-935b-26da61ed282c
5fd88c8b-d625-45ac-93e6-664073c7de48,has_superclass,9d904f8d-8ee4-4736-adab-f46a2062cf70
5fd88c8b-d625-45ac-93e6-664073c7de48,type,class_of_agreement_process
5fd88c8b-d625-45ac-93e6-664073c7de48,has_superclass,48bf4338-cd99-409b-88e8-3c4d473d8fde
5fd88c8b-d625-45ac-93e6-664073c7de48,type,class_of_socially_constructed_activity
